评论,评分,分词
处理器响应速度非常的快内存够大非常实用充电速度快到吓人一下子就可以满血复活打游戏再也不怕电量不够用,3,处理器 响应速度 非常 快 内存 够 非常 实用 充电 速度 快到 吓人 一下子 满血 复活 打游戏 再也 电量 不够 
用了一个星期了手机触摸感是很好特别是外放音质特别好性能强大就不必说了刚到手前几天手机掉电确实快更新系统之后续航变好了电池变耐用了中度使用从早上点到晚上点还有百份之二十以上的电这样的功耗结果可以接受,3,一个 星期 手机 触摸 感是 特别 外放 音质 特别 性能 强大 不必 说 刚 到手 前 几天 手机 掉电 确实 快 更新 系统 之后 续航 变好 电池 变 耐用 中度 使用 早上 点到 晚上 点 百份 二十 电 功耗 接受 
一直在同时使用苹果华为小米联想一加最高配手机但是最喜欢使用的还是综合实力却是第一,3,一直 使用 苹果 华为 小米 联想 一加 最高 配 手机 喜欢 使用 综合 实力 却是 第一 
外形外观潜蓝真好看屏幕音效屏幕大小刚好看视频很爽运行速度运行很流畅不卡顿待机时间续航能力很强其他特色趁活动购买性价比很高,3,外形 外观 潜蓝真 好看 屏幕 音效 屏幕 大小 刚好 视频 很爽 运行 速度 运行 流畅 不卡顿 待机时间 续航 能力 很强 特色 活动 购买 性价比 高 
很不错希望以后还是要继续加油的外形外观很喜欢这个颜色搭配什么都很好看无论什么屏幕音效挺舒服的喇叭也特别棒以后还睡支持的,3,不错 希望 以后 继续 加油 外形 外观 喜欢 颜色 搭配 好看 屏幕 音效 挺舒服 喇叭 特别 棒 以后 睡 支持 
外形外观外观特别漂亮屏幕音效双杨声器听起来太舒服了拍照效果拍照也很好运行速度使用速度特别流畅待机时间续航也很不错充电速度试了特别快,3,外形 外观 外观 特别 漂亮 屏幕 音效 双 杨声器 听 起来 太 舒服 拍照 效果 拍照 运行 速度 使用 速度 特别 流畅 待机时间 续航 不错 充电 速度 试 特别 快 
这是第二次买这个手机了感觉用起来还是蛮流畅的游戏什么的都带的起来性价比还是蛮高的充电速度也非常快外观也非常好看还是很满意的,3,这是 第二次 买 手机 感觉 起来 蛮 流畅 游戏 带 起来 性价比 蛮高 充电 速度 非常 快 外观 非常 好看 满意 
刚买的用了两个星期感觉很不错刷新率也非常好充电很快骁龙不用多说玩游戏就选他,3,刚买 两个 星期 感觉 不错 刷新率 非常 充电 很快 骁龙 不用 说 玩游戏 选 
发货快包装严实商品质量非常好活动很好比店里便宜很多客服服务态度也特别好好评外形外观蓝色很好看屏幕音效屏幕效果很棒拍照效果效果很好色彩平衡运行速度很流畅,3,发货 快 包装 严实 商品质量 非常 活动 好比 店里 便宜 很多 客服 服务态度 特别 好评 外形 外观 蓝色 好看 屏幕 音效 屏幕 效果 很棒 拍照 效果 效果 色彩 平衡 运行 速度 流畅 
的做工精细手感很好操作性能很厉害手机打开软件的反应速度很快很惊艳手机的操作系统也很容易上手简单方便操作灵活有很多很人性化的设计很方便操作手机在玩游戏时体验很好不仅反应速度快还能带给手上很给力的震动游戏声音也很震撼给人以身临其境的感觉,3,做工 精细 手感 操作 性能 厉害 手机 打开 软件 反应速度 很快 惊艳 手机 操作系统 容易 手 简单 方便 操作 灵活 很多 人性化 设计 方便 操作 手机 玩游戏 时 体验 反应速度快 带给 手上 力 震动 游戏 声音 震撼 给人以 身临其境 感觉 
这手机新上市对比一下其他的最终选择它性价比高必选超级快充国货当自强其他功能都是最好的如果再来个长焦防抖更好了目前来说已天下无敌了值得拥有,3,手机 新 上市 一下 最终 选择 性价比 高 必选 超级 快充 国货 当自强 功能 最好 再来 长 焦防抖 更好 目前 天下无敌 值得 拥有 
宝贝收到了是我买的最好的手机了使用操作非常方便特别适合我们接单拍照的工作物流很快全五星好评,3,宝贝 收到 买 最好 手机 使用 操作 非常 方便 特别 适合 接单 拍照 工作 物流 很快 全 五星 好评 
宝贝很好用是生活工作好帮手,3,宝贝 生活 工作 好帮手 
号凌晨下单号上午就送达论速度我只爱京东物流收到机子后呢首先得感谢快递小哥能百忙之中接听我电话还能在准点时间送达真是感谢手机一切都好目前暂时未发现任何不适爱手机爱爱很愉快地一次购物,3,号 凌晨 下单 号 上午 送达 速度 爱 京东 物流 收到 机子 感谢 快递 小哥 百忙之中 接听 电话 准点 时间 送达 真是 感谢 手机 目前 暂时 未 发现 不适 爱 手机 爱爱 愉快 一次 购物 
的充电速度那简直不要太快啦真是舒服洗个澡的时间就充电满了赠送的原装耳机音质也还不错最起码都比地摊货强赞一个,3,充电 速度 简直 不要 太快 真是 舒服 洗个 澡 时间 充电 满 赠送 原装 耳机 音质 不错 最起码 地摊货 强赞 一个 
纠结了很久才买的手机充电速度是真的快专门买来玩王者的运行速度快我不怎么玩也不会太发热总体来说还是很不错的,3,纠结 久 买 手机 充电 速度 真的 快 专门 买来 玩 王者 运行 速度 快 不怎么 玩 不会 太 发热 总体 不错 
音质很好充电速度快十几分钟就好了拍照很清晰一直用他家的手机希望越做越好,3,音质 充电 速度 快 十几分钟 拍照 清晰 一直 他家 手机 希望 越做越 
外形外观相当不错设计挺好屏幕音效用着相当舒服运行速度简直不能用快来形容了其他特色作为老用户我看好,3,外形 外观 相当 不错 设计 挺 屏幕 音效 相当 舒服 运行 速度 简直 不能 用快 形容 特色 老 用户 看好 
从包装到内置精致和惊喜并存黑色感觉比较经典手感特别好,3,包装 内置 精致 惊喜 并存 黑色 感觉 比较 经典 手感 特别 
传奇版骁龙超快闪充外形外观精致细腻配上专属的手机壳后更显得大气屏幕音效屏幕的显示效果很好系统使用很舒服拍照效果拍照很清晰而且防抖的哦其他特色充电太快了我震惊了牛,3,传奇 版骁龙 超快 闪充 外形 外观 精致 细腻 配 专属 手机 壳 更 显得 大气 屏幕 音效 屏幕 显示 效果 系统 使用 舒服 拍照 效果 拍照 清晰 防抖 特色 充电 太快 震惊 牛 
拿回家迫不及待的打开我不是游戏党手机用着特别流畅不然也对不起这个价钱哈哈感觉非常值现在的手机比以前更智能了还得慢慢研究研究拍照特别清晰,3,回家 迫不及待 打开 游戏 党 手机 特别 流畅 对不起 价钱 感觉 非常 值 现在 手机 以前 更 智能 慢慢 研究 研究 拍照 特别 清晰 
性价比很高的一部手机充电器高刷屏专门用来玩游戏的手机错不了了还送了蓝牙耳机外观也不错背面黑色显得有质感重量拿手里中规中矩不是特别重,3,性价比 高 一部 手机 充电器 高 刷屏 专门 玩游戏 手机 错 不了 送 蓝牙 耳机 外观 不错 背面 黑色 显得 质感 重量 手里 中规中矩 特别 重 
已经收到货了之前那个手机也是同样在京东自营买的很不错送货快质量有保证这次又买了看到评论说耗电快有点担心但是手机拿到后不担心了耗电可以接受那个手机打游戏不耗电我可以用一天充电也是快多分钟就满了外观设计漂亮浅蓝色很喜欢还送的蓝牙耳机音质不错超级喜欢反应也很快支持支持,3,已经 收到 货 之前 手机 同样 京东 自营 买 不错 送货 快 质量 保证 买 看到 评论 说 耗电 快 有点 担心 手机 拿到 担心 耗电 接受 手机 打游戏 耗电 一天 充电 快 多分钟 满 外观设计 漂亮 浅蓝色 喜欢 送 蓝牙 耳机 音质 不错 超级 喜欢 反应 很快 支持 支持 
很重有份量而且蛮大的感觉都不适合女孩儿用啦今天玩弄了一天觉得棒棒哒运行速度快拍照也很理想最重要的是转移旧手机的资料超快的唯独没找到怎么便签本其他什么都好,3,重有 份量 蛮大 感觉 适合 女孩儿 今天 玩弄 一天 觉得 棒棒 哒 运行 速度 快 拍照 理想 重要 转移 旧 手机 资料 超快 唯独 没 找到 便签 
外观漂亮系统流畅很好玩充电真是快啊充电器挺大个儿的耗电还可以吧没有掉电那么夸张平常使用完全没问题现在的手机各方面都很强大想一天才一充一般很难做到了,3,外观 漂亮 系统 流畅 好玩 充电 真是 快 充电器 挺 大个儿 耗电 没有 掉电 夸张 平常 使用 完全 没 问题 现在 手机 方面 强大 想 一天 一充 很难 做到 
外观大气沉稳初步试玩了一会系统如丝般顺滑毫无卡顿堪比神器整体重量在可接受范围进入后可玩性较高充电速度真的超快而且赠品丰富继续探究中屏幕素质很棒期待后续表现果然是神机相信它能展现出不一样的魅力,3,外观 大气 沉稳 初步 试玩 一会 系统 如丝 般 顺滑 毫无 卡顿 堪 神器 整体 重量 接受 范围 进入 可玩性 高 充电 速度 真的 超快 赠品 丰富 继续 探究 中 屏幕 素质 很棒 期待 后续 表现 神机 相信 展现出 魅力 
充电特别快十几二十分钟左右就充满了打游戏的时候超顺滑机身轻薄用着舒服,3,充电 特别 快 十几 二十分钟 左右 充满 打游戏 超 顺滑 机身 轻薄 舒服 
手机非常棒颜值很高新系统也很给力华容网格也很好玩主要拿来玩游戏游戏体验很好玩游戏不会卡顿但是耗电快发热高好在有瓦快充分钟充满重量略重一些男生玩绝对没问题总之非常推荐,3,手机 非常 棒 颜值 高新 系统 力 华容 网格 好玩 主要 拿来 玩游戏 游戏 体验 好玩 游戏 不会 卡顿 耗电 快 发热 高好 有瓦快 充分 钟 充满 重量 略重 男生 玩 绝对 没 问题 非常 推荐 
外形外观酷毙了最强理想的机型屏幕音效屏幕饱和度非常好音效细腻拍照效果清晰明亮运行速度飞一般感觉,3,外形 外观 酷毙了 最强 理想 机型 屏幕 音效 屏幕 饱和度 非常 音效 细腻 拍照 效果 清晰 明亮 运行 速度 飞 感觉 
快递很早就到了一直到晚上才去取货开机有一种惊艳的感觉第一次买的手机速度也比较快希望一切顺顺利利反正做一台备用手机刚刚好,3,快递 早就 一直 晚上 去取 货 开机 一种 惊艳 感觉 第一次 买 手机 速度 比较 快 希望 顺顺利利 反正 做 一台 备用 手机 刚刚 
京东物流送货就是快头天下午下的单第二天上午就收到了外形外观手机外形外观好看漂亮时尚大气上档次屏幕音效屏幕护眼效果不错拍照效果像素画质好运行速度反应速度很快其他特色充电速度快,3,京东 物流 送货 快 头天 下午 单 第二天 上午 收到 外形 外观 手机 外形 外观 好看 漂亮 时尚 大气 上档次 屏幕 音效 屏幕 护眼 效果 不错 拍照 效果 像素 画质 运行 速度 反应速度 很快 特色 充电 速度 快 
整体非常惊艳之前也对比过传奇版和黑色后来发现蓝色才是最低调的奢华这么好看的颜值不张扬内敛关键是手感还非常好真的太推荐大家购买啦非常值得拥有,3,整体 非常 惊艳 之前 传奇 版 黑色 后来 发现 蓝色 最低 调 奢华 好看 颜值 张扬 内敛 关键 手感 非常 真的 太 推荐 购买 非常 值得 拥有 
宝贝收到了外观的设计好看听了会歌音效很好拍照清晰爱了爱了反应非常快商家态度好发货也快值得购买,3,宝贝 收到 外观 设计 好看 听 会歌 音效 拍照 清晰 爱 爱 反应 非常 快 商家 态度 发货 快 值得 购买 
非常好买来打游戏游戏速度杠杠滴比大部分游戏手机都好用再也不怕苹果发热了分钟就能充满太棒了不愧是官方指定用机,3,非常 买来 打游戏 游戏 速度 杠杠 滴 大部分 游戏 手机 再也 苹果 发热 分钟 充满 太棒了 不愧 官方 指定 用机 
非常非常满意的一款手机外形外观现代酷特别是宝马的红蓝白飒毕了屏幕音效超级保真清透靓丽拍照效果中规中矩为显赞运行速度旗舰还需要问妈妈么其他特色系统用起来超级酷炫,3,非常 非常 满意 一款 手机 外形 外观 现代 酷 特别 宝马 红蓝白 飒毕 屏幕 音效 超级 保真 清透 靓丽 拍照 效果 中规中矩 显赞 运行 速度 旗舰 需要 问 妈妈 特色 系统 起来 超级 酷炫 
包装精美传奇版的配色太好看了操作系统界面也很舒服反应极快操作如丝般顺滑散热超级好液冷真不是盖的最后必须着重说一下这个大块头充电器快充实测分钟充满赞赞赞充电线也很长表扬,3,包装 精美 传奇 版 配色 太 好看 操作系统 界面 舒服 反应 极快 操作 如丝 般 顺滑 散热 超级 液冷 真 盖 最后 必须 着重 说 一下 大块头 充电器 快 充实 测 分钟 充满 赞赞赞 充电 线 很长 表扬 
